,account_name,user_name,followed,s_follow,s_follow2
21,50倍ヒーラー(Healer)養成サロン／現実からの覚醒／抽象度の臨界点｜エネルギー伝授／虚空蔵菩,50Healer,,hoshiyomido,NumaHaru333
79,龍神いるか〜フォローで宇宙(cosmos)調整～,iruka_cosmos,,koma3434,Hikari_Lab_Inc
18,メンフィス3神｜ネフェルテム,Nefertem_God,,kotone7biyori,ayaha_room15
7,Moon🌙𓂃𓈒♡𓏸,moon_hana12,,sx8etsu4,fukurou_lux
30,＜第３チャクラ＞マニプラ・チャクラ ソーラープレクサスチャクラ 人間関係 生態機能 サイキック能力,3rdchakra_Psy,,Ra7201121,Pondmum1Mum
59,Pink Lotus Fairy~第６チャクラの覚醒~,pink_fairy19,,yakohiroko,otsunespiritual
61,第６チャクラ アジナ・ブラウチャクラ 自己コントロール 願望達成力 潜在能力 テレパシー,6Chakra_Ajina,,76together,karasuma_REl
23,道を切り開く者｜ウプウアウト,Wepwawet_God,,norikmr,ichangenew1
42,Mountain 普賢菩薩頭脳(brain)明晰エネルギー。脳力向上,Mountainbrain21,,kikoukyoto,coffee__kan
17,第2チャクラを覚醒　性的エネルギーアップ　目的を達成する　417HZ,2chakra_417,,yusuke_shiozawa,ps_me_kirakira
9,かなみ🐬霊視鑑定／いるかヒーラー(Healer)占い師,Kanami_Healer,,akiresolution,gin_kobayashi
0,エラー,エラー,エラー,エラー,エラー
27,第７チャクラ サハスラーラ・クラウンチャクラ 神秘的魅力 スピリチュアリティ 宇宙意識との同調,7Chakra_Crown,,tsuyuki369,die_0_2
43,ワニの神｜セベク,Sobek_Crocodile,,mio_sekiryu,pillxpill
46,雄羊の神｜アモン,Amon_Lamb,,miyakouranai,sonohatakegmai1
24,死者の守護者｜メルセゲル,Meretseger_God,,woods_ADHD,shirokuma471
14,秩序の女神｜マアト,Maat_Order,,kuromaru9602022,MIKI_migratory
53,牛頭/土御門陰陽道,gozu_1,,sakurasendou,YMidori35
49,女神カーリー｜開運ヒーリング,olisis_la,,mamiyac330,naorin1406
22,蝶𓂃𓈒♡𓏸,chou_cat1,,senjyutushacho,eshunshomyoji
95,夜照らす月の欠片,moon_fragment00,,MuseeMagica,Indianteachings
96,七番目の烏の子,7th_c_of_crow,,hitori_seikou ,yuki843003
115,Khepri／太陽神(God)・ラー,khepri_god,,twindream78,meriaheart
116,宇宙人タイタン(Taitan),Taitan741,,world_of_SORA,jibunshidaidayo
98,弁天,benten_biwa,,wisesaw,kanaxangelxrose
117,創造神の一柱｜クヌム,Khnum_Creator,,yoshida__ao,lWOOV101WeBpLiI
118,宇宙人メンカル(Mencar),Mencar639,,morimo_he,fujiminekobox
119,宇宙人コハク(Kohaku),Kohaku963396,,tomo_yoganidra,fushigisanmaru
64,Le𖣔a,cat_flower68,,nakajimamakoto,EZd70
99,風鈴｜巫女修行 ,inari_fu_rin,,yukikaoruko,nyo___1115
120,999Ｈz 祝福の黄金階段を上る | 運氣上昇 | 自己肯定の5次元周波数ヒーリング黄金瞑,999hz_healing,,hibikukotonoha,rari__raurie
121,【宇宙神遠隔ヒーリング】Message333,NeithGoddess1,,Akiko04731933,Luna70537438
35,鈴音｜狐 ,suzunone_inari,,asukatensyo,Mikury_
108,天使ちゃんの母,tenshichanmom,,shinobu_0814_,Jewelstarcoco1
109,ガイコツ,Skeletontg,,kabasawa,
110,サナンダレイSANANDA RAY(Christ),ChristSananda,,kanon_happy_nm,process_co
111,963 Hzの周波数、クラウンチャクラの癒しの音楽、ワンネスへの回帰、スピリチュアルなつながり,963Hz_God,,Feb8610 ,amrita_tweety
122,第一チャクラの活性化-Crystal Bowl Healing-,1chakra_Crystal,,kotori_ASD,lulu_re_love
123,女神のフラクタル宇宙調整｜フラワーオブライフの慈愛(Charity),Charity_cosmos,,uno_tamago,MisatoYaginuma
124,第四チャクラ活性化｜音叉の音色でノーストレスで第四チャクラを開く｜愛と思いやりが溢れる,4Chakra_Music,,tninnaka,toaru_grapher
100,tweetヒーリング𓂃𓈒❁୭*,tweet_healing,,cosmoamiluv,breezk1
66,不死鳥の尾羽：生命ヒーリングの伝授,Phoenix4963,,sonomi_saku,fumii_mimiko
40,宇宙人サルム(Salm),CosmosSalm741,,karyoutententen,team_designlab
45,"396HZ/トラウマ,罪悪感からの解放/第一チャクラの開発/波動とエネルギーの調整",1chakra_396HZ,,happpppy193,moemi_hosiyomi
52,アヌビス神(God),God_Energy333,,eminaga_fuku,kinbaer
76,宇宙人プピス(Puppis),Puppis285,,haruaromatarot1,aop_el
4,弥勒龍｜継承,miroku_ryu,,kousan_sns,omotijr
107,癒され天使ちゃん,tenshi_chan124,,lovemedo_yogen,alwayss77145541
